brand_name,generic_name,sku,unit,quantity,biologic_delivery
Tazverik,tazemetostat_tablet,933,mg,32,oral
Tecartus,brexucabtagene_autoleucel,934,mg,25,oral
Tecentriq,atezolizumab,935,mg,72,oral
Teflaro,ceftaroline,936,mg,21,oral
Tegretol_XR,carbamazepine_extended_release,937,mg,32,oral
Tenivac,tetanus_and_diptheria_toxoids_absorbed,938,mg,75,oral
Tepezza,teprotumumab-trbw,939,mg,84,oral
Tepmetko,tepotinib,940,mg,10,oral
Tessalon_Capsule,benzonatate,941,mg,7,intravenous injection
Tetrix_Cream,tetrix,942,mg,63,suppository
Tezspire,tezepelumab-ekko_injection;_subcutaneous,943,mg,91,oral
Thalomid,thalidomide,944,mg,12,oral
Thiola,tiopromin_tablet,945,mg,57,oral
Thiola_EC,tiopronin_tablet;_delayed_release,946,mg,39,oral
Thymoglobulin_Vial,Anti-thymocyte_Globulin_(Rabbit),947,mg,20,oral
Thyrogen_injection,thyrotropin_alfa,948,mg,63,oral
Tibsovo,ivosidenib_tablet,949,mg,62,oral
Tikosyn,dofetilide,950,mg,2,oral
Tirosint-SOL,levothyroxine_sodium,951,mg,32,intravenous injection
Tivdak,tisotumab_vedotin-tftv,952,mg,2,suppository
Tivicay_PD,dolutegravir,953,mg,58,oral
Tivicay_tablet,dolutegravir,954,mg,6,oral
TNKase,tenecteplase,955,mg,34,oral
Tobi,tobramycin,956,mg,35,oral
Toujeo,insulin_glargine_(rDNA_origin)_injection,957,mg,58,oral
Toviaz,fesoterodine_fumarate,958,mg,37,oral
Tracleer_tablets,bosentan,959,mg,67,oral
Tradjenta,linagliptin,960,mg,17,oral
Tranxene,clorazepate_dipotassium,961,mg,21,intravenous injection
Trecator_Tablets,ethionamide,962,mg,69,suppository
Trelegy_Ellipta,"fluticasone_furoate,_umeclidinium",963,mg,69,oral
Tremfya,guselkumab,964,mg,95,oral
Tresiba,insulin_degludec_injection,965,mg,89,oral
Tretten_Injection,coagulation_factor_Xlll_A-Subunit_(rDNA),966,mg,54,oral
Trijardy_XR,empagliflozin/linagliptin/metformin_HCl_extended_release,967,mg,29,oral
Trikafta_tablet,elexacaftor/tezacaftor/ivacaftor,968,mg,3,oral
Trintellix,vortioxetine,969,mg,14,oral
Triumeq,abacavir/dolutegravir/lamivudine,970,mg,42,oral
Triumeq_PD,"abacavir,_dolutegravir,_and_lamivudine",971,mg,50,intravenous injection
Trizivir_(Tablets),"abacavir_sulfate,_lamivudine,_and_zidovudine)",972,mg,14,suppository
Trokendi_XR_Capsule,topiramate,973,mg,38,oral
Trudhesa,dihydroergotamine_mesylate,974,mg,93,oral
Trulance,plecanatide,975,mg,74,oral
Trulicity,dulaglutide,976,mg,30,oral
Trumenba,Meningococcal_Group_B_Vaccine,977,mg,83,oral
Truvada,tenofovir_disoproxil_/_emtricitabine,978,mg,85,oral
Truxima,rituximab-abbs,979,mg,96,oral
Tukysa,tucatinib_tablets,980,mg,34,oral
Turalio_capsule,pexidartinib,981,mg,81,intravenous injection
TwoCal,TwoCal_HN,982,mg,13,suppository
Tybost,cobicistat,983,mg,30,oral
Tykerb,lapatinib_tablets,984,mg,85,oral
Tymlos,abaloparatide,985,mg,52,oral
Tyrex-1_Powder,Tyrex-1_Powder,986,mg,29,oral
Tyrex-2_Powder,Tyrex-2_Powder,987,mg,42,oral
Tysabri_Vial,natalizumab,988,mg,64,oral
Tyvaso_inhalation_solution,treprostinil,989,mg,33,oral
Ubrelvy,ubrogepant,990,mg,66,oral
Uceris_rectal_foam,budesonide,991,mg,72,intravenous injection
Udenyca,pegfilgrastim-cbqv,992,mg,86,suppository
Ultomiris,ravulizumab-cwvz_injection;_iv,993,mg,64,oral
Uplizna,inebilizumab-cdon,994,mg,5,oral
Uptravi,selexipag,995,mg,65,oral
Vabysmo,faricimab-svoa,996,mg,31,oral
Vagifem,estradiol_hemihydrate,997,mg,41,oral
Valchlor,mechlorethamine_gel;_topical,998,mg,60,oral
Valcyte,valganciclovir,999,mg,29,oral
Valtoco,diazepam_nasal_spray,1000,mg,37,oral
Vaqta,"Hepatitis_A_vaccine,_inactivated",1001,mg,23,intravenous injection
Varivax,Varicella_Virus_vaccine_live,1002,mg,52,suppository
Varubi_tablet,rolapitant_tablet,1003,mg,28,oral
Vaxneuvance,Pneumococcal_15-valent_conjugate_vaccine,1004,mg,38,oral
Vectibix,panitumumab,1005,mg,83,oral
Velcade,bortezomib,1006,mg,20,oral
Veletri_Injection,epoprostenol,1007,mg,13,oral
Velphoro_Chewable_Tablets,sucroferric_oxyhydroxide,1008,mg,22,oral
Veltassa,patiromer,1009,mg,43,oral
Vemlidy,tenofovir_alafenamide,1010,mg,49,oral
Venclexta,venetoclax,1011,mg,95,intravenous injection
Venofer,iron_sucrose,1012,mg,85,suppository
Ventavis,iloprost,1013,mg,53,oral
Verkazia,cyclosporine_ophthalmic_emulsion,1014,mg,11,oral
Verquvo,vericiguat_tablet,1015,mg,59,oral
Verzenio,abemaciclib,1016,mg,59,oral
Vfend,voriconazole,1017,mg,82,oral
Viberzi,eluxadoline,1018,mg,40,oral
Victoza_injection,liraglutide_(rDNA)_injection,1019,mg,17,oral
Vidaza,azacitidine,1020,mg,95,oral
Viibryd_tablets,vilazodone,1021,mg,95,intravenous injection
Vijoice,alpelisib,1022,mg,1,suppository
Viltepso,viltolarsen,1023,mg,51,oral
Vimizim,elosulfase_alfa,1024,mg,26,oral
Vimpat_tablets,lacosamide,1025,mg,72,oral
Viokace_tablets,pancrelipase,1026,mg,42,oral
Viracept,nelfinavir_mesylate,1027,mg,36,oral
Vistaril,hydroxyzine_pamoate,1028,mg,99,oral
Vistogard,uridine_triacetate,1029,mg,38,oral
Visudyne,verteporfin_for_injection,1030,mg,10,oral
Vital_1.0,Vital_1.0,1031,mg,62,intravenous injection
Vital_1.5,Vital_1.5,1032,mg,56,suppository
Vital_AF_1.2_cal,Vital_AF_1.2_cal,1033,mg,37,oral
Vital_High_Protein,vital_high_protein,1034,mg,60,oral
Vital_Peptide_1.5_Cal,vital_peptide_1.5_cal,1035,mg,69,oral
Vitrakvi,larotrectinib,1036,mg,5,oral
Vivitrol,naltrexone_for_extended-release_injectable_suspension,1037,mg,14,oral
Vizimpro,dacomitinib,1038,mg,32,oral
Vonjo,pacritinib_capsule,1039,mg,95,oral
Vonvendi,von_Willebrand_factor_complex_human,1040,mg,84,oral
Vosevi,"sofosbuvir,_velpatasvir,_and_voxilaprevir",1041,mg,95,intravenous injection
Votrient,pazopanib,1042,mg,31,suppository
Voxzogo,vosoritide_injection,1043,mg,60,oral
Vraylar,cariprazine,1044,mg,99,oral
VTAMA,Tapinarof,1045,mg,51,oral
Vumerity,diroximel_fumarate,1046,mg,76,oral
Vyepti,eptinezumab-jjmr_injection,1047,mg,17,oral
Vyndamax,tafamidis,1048,mg,18,oral
Vyndaqel,tafamidis_meglumine,1049,mg,31,oral
Vyondys_53,golodirsen_injection,1050,mg,76,oral
Vyvanse,lisdexamfetamine_dimesylate_capsules,1051,mg,70,intravenous injection
Vyvgart,efgartigimod_alfa_injection,1052,mg,11,suppository
Vyxeos,daunorubicin/cytarabine,1053,mg,62,oral
Wakix,pitolisant,1054,mg,85,oral
Welireg,belzutifan,1055,mg,71,oral
Wixela,fluticasone_propionate-salmeterol,1056,mg,28,oral
Xalkori,crizotinib,1057,mg,71,oral
Xanax,alprazolam,1058,mg,9,oral
Xarelto,rivaroxaban_tablets,1059,mg,88,oral
Xatmep,methotrexate_solution,1060,mg,58,oral
Xcopri,cenobamate_tablets,1061,mg,10,intravenous injection
Xeljanz_oral,(tofacitinib,1062,mg,18,suppository
Xeljanz_tablet,tofacitinib_citrate,1063,mg,80,oral
Xeljanz_XR,tofacitnib,1064,mg,65,oral
Xeloda,capecitabine,1065,mg,45,oral
Xembify,immune_globulin_subcutaneous_human-klhw,1066,mg,18,oral
XEN_Sterile_Injector,XEN_sterile_injector,1067,mg,85,oral
Xenleta,lefamulin,1068,mg,48,oral
Xeomin_Injection,incobotulinumtoxinA,1069,mg,25,oral
Xermelo,telotristat_ethyl,1070,mg,49,oral
XGEVA,denosumab,1071,mg,27,intravenous injection
Xhance_nasal_spray,fluticasone_propionate_nasal_spray,1072,mg,77,suppository
Xiaflex_Injection,collagenase_clostridium_histolyticum,1073,mg,81,oral
Xifaxan,rifaximin,1074,mg,10,oral
Xigduo_XR,dapagliflozin/metformin,1075,mg,18,oral
Xiidra,lifitegrast_ophthalmic_solution),1076,mg,66,oral
Xipere,triamcinolone_acetonide_injectable_suspension,1077,mg,76,oral
Xofigo_injection,radium_Ra_223_dichloride,1078,mg,93,oral
Xospata,gilteritinib,1079,mg,7,oral
Xpovio,selinexor,1080,mg,76,oral
Xtandi,enzalutamide,1081,mg,40,intravenous injection
Xulane,ethinyl_estradiol-norelgestromin,1082,mg,32,suppository
Xultophy,insulin_degludec/liraglutide,1083,mg,62,oral
Xyntha,antihemophiliam_factor_(recombinant),1084,mg,82,oral
Xyrem,gammahydroxybutyrate,1085,mg,28,oral
Xywav,calcium-magnesium-potassium-sodium_oxybates_oral_solution,1086,mg,34,oral
Yervoy,ipilimumab,1087,mg,59,oral
Yescarta,axicabtagene_ciloleucel,1088,mg,5,oral
Yondelis,trabectedin,1089,mg,76,oral
Yonsa,abiraterone_acetate,1090,mg,66,oral
Yupelri,revefenacin,1091,mg,44,intravenous injection
Yutiq,fluocinolone_acetonide_intravitreal_implant,1092,mg,42,suppository
Zarontin,ethosuximide,1093,mg,88,oral
Zarxio,filgrastim-sndz,1094,mg,28,oral
Zejula,niraparib,1095,mg,66,oral
Zelapar,selegiline_HCI,1096,mg,1,oral
Zelboraf,vemurafenib,1097,mg,67,oral
Zemaira,Alpha1-Proteinase_Inhibitor_(Human),1098,mg,7,oral
Zenpep_capsules,pancrelipase,1099,mg,85,oral
Zepatier,elbasvir/grazoprevir,1100,mg,90,oral
Zeposia,ozanimod_capsule,1101,mg,80,intravenous injection
Zepzelca,lurbinectedin_injection,1102,mg,13,suppository
Zerbaxa_Injection,ceftolozane/tazobactam,1103,mg,95,oral
Ziagen,abacavir_sulfate,1104,mg,66,oral
Ziana_gel,"clindamycin_phosphate,_tretinoin",1105,mg,18,oral
Ziextenzo,pegfilgrastim-bmez,1106,mg,64,oral
Zilretta,triamcinolone_acetonide_extended_release,1107,mg,20,oral
Zinecard,dextrazoxane,1108,mg,60,oral
Zinplava,bezlotoxumab,1109,mg,22,oral
Zithromax,azithromycin,1110,mg,49,oral
Zmax,azithromycin_extended_release,1111,mg,7,intravenous injection
Zokinvy,lonafarnib,1112,mg,95,suppository
Zoladex,goserelin_acetate,1113,mg,73,oral
Zolinza,vorinostat,1114,mg,43,oral
Zonegran,zonisamide,1115,mg,8,oral
Zonisade,zonisamide_oral_suspension,1116,mg,78,oral
Zoryve_cream,rofumilast_cream,1117,mg,86,oral
Ztalmy,ganaxolone,1118,mg,17,oral
Zubsolv_Tablet;_Sublingual,buprenorphine/naloxone,1119,mg,60,oral
Zulresso,brexanolone_injection,1120,mg,33,oral
Zyclara,imiquimod,1121,mg,32,intravenous injection
Zydelig_Tablet,idelalisib,1122,mg,86,suppository
Zykadia,ceritinib,1123,mg,72,oral
Zynlonta,loncastuximab_tesirine-lpyl,1124,mg,89,oral
Zynrelef,bupivacaine/meloxicam_solution,1125,mg,15,oral
Zynteglo,betibeglogene_autotemcel_suspension;_iv_infusion,1126,mg,17,oral
Zyprexa,olanzapine,1127,mg,56,oral
Zyprexa_Zydis,olanzapine,1128,mg,40,oral
Zyvox,linezolid,1129,mg,41,oral
null, 1130,null,mg,65,oral
Brand_Name,Generic_Name,1131,mg,86,intravenous injection
Abecma,idecabtagene_vicleucel,1132,mg,38,suppository
Abilify,aripiprazole,1133,mg,58,oral
Abilify_Maintena_injection,aripiprazole,1134,mg,31,oral
Abraxane,albumin-bound_paclitaxel,1135,mg,39,oral
Acanya,clindamycin_phosphate_and_benzoyl_peroxide,1136,mg,75,oral
Accupril,quinapril_HCI,1137,mg,65,oral
Accuretic,quinapril/HCTZ_tablet,1138,mg,66,oral
Actemra,tocilizumab,1139,mg,58,oral
Acthar_Gel,repository_corticotropin_injection,1140,mg,90,oral
Actimmune,interferon_gamma-1b,1141,mg,62,intravenous injection
Activase,alteplase,1142,mg,49,suppository
Adacel,"tetanus_toxoid,_reduced_diphtheria_toxoid_and_acellular_pertussis_vaccine",1143,mg,57,oral
Adakveo,crizanlizumab-tmca,1144,mg,52,oral
Adbry,tralokinumab-idrm_injection,1145,mg,55,oral
Adcetris,brentuximab_vedotin,1146,mg,81,oral
Adcirca_tablets,tadalafil,1147,mg,69,oral
Adempas_Tablet,riociguat,1148,mg,40,oral
Admelog,insulin_lispro_injection,1149,mg,23,oral
Advate,antihemophilic_factor,1150,mg,77,oral
Adynovate,"Antihemophilic_Factor_(Recombinant),_PEGylated",1151,mg,72,intravenous injection
Aerochamber_Plus_Flow-Vu_mouthpiece/mask,inhaler_spacer,1152,mg,84,suppository
Affinity,tissue-human_allograft_dermal_substitute,1153,mg,63,oral
Afinitor,everolimus,1154,mg,63,oral
Afinitor_Disperz,everolimus,1155,mg,54,oral
Afstyla,antihemophilic_factor_(recombinant),1156,mg,9,oral
Agrylin,anagrelide_hydrochloride,1157,mg,82,oral
Aimovig,erenumab,1158,mg,22,oral
Ajovy,fremanezumab-vfrm,1159,mg,1,oral
Akynzeo_capsule,netupitant/palonosetron_capsule,1160,mg,19,oral
Akynzeo_injection,fosnetupitant/palonosetron,1161,mg,64,intravenous injection
Aldactazide,spironolactone_and_hydrochlorothiazide,1162,mg,92,suppository
Aldactone,spironolactone,1163,mg,57,oral
Aldara,imiquimod,1164,mg,56,oral
Alecensa,alectinib,1165,mg,78,oral
Alimta,pemetrexed,1166,mg,68,oral
Aliqopa,copanlisib,1167,mg,38,oral
Allegra_OTC,fexofenadine_OTC_tablet,1168,mg,80,oral
AlloDerm,wound_matrix,1169,mg,38,oral
Alphagan_P_ophthalmic_solution,brimonidine_tartrate_ophthalmic_solution,1170,mg,81,oral
Alprolix,"Coagulation_Factor_IX_(Recombinant),_Fc_Fusion_Protein",1171,mg,54,intravenous injection
Alrex_suspension_.2%,loteprednol_etabonate_ophthalmic_suspension,1172,mg,70,suppository
Altace,ramipril,1173,mg,20,oral
Alunbrig,brigatinib,1174,mg,41,oral
Alymsys,bevacizumab-maly,1175,mg,40,oral
AmBisome_(injection),"amphotericin_B,_lipid-based",1176,mg,73,oral
Amitiza,lubiprostone,1177,mg,74,oral
Amjevita,adalimumab-atto,1178,mg,98,oral
Amondys_45,casimersen_injection,1179,mg,74,oral
Ampyra_Tablet,dalfampridine,1180,mg,41,oral
Amvuttra,vutrisiran_injectable,1181,mg,58,intravenous injection
Analpram_HC_Cream,hydrocortisone/pramoxine,1182,mg,92,suppository
Ancobon_Caps,flucytosine,1183,mg,17,oral
Andexxa,"coagulation_factor_Xa_(recombinant),_inactivated-zhzo",1184,mg,90,oral
Anoro_Ellipta,umeclidinium_and_vilanterol_inhalation_powder,1185,mg,8,oral
Apidra,insulin_glulisine,1186,mg,63,oral
Apligraf,bi-layered_skin_substitute,1187,mg,21,oral
Apretude,cabotegravir,1188,mg,91,oral
Aptiom_Tablet,eslicarbazepine_acetate,1189,mg,9,oral
Aptivus_capsules,tipranavir,1190,mg,70,oral
Aranesp,darbepoetin_alfa,1191,mg,3,intravenous injection
Arazlo,tazarotene,1192,mg,46,suppository
Arestin,minocycline,1193,mg,15,oral
Arikayce,amikacin_liposome_inhalation_suspension,1194,mg,56,oral
Aristada,aripiprazole_lauroxil,1195,mg,96,oral
Arixtra,fondaparinux_sodium,1196,mg,94,oral
Armour_Thyroid,thyroid,1197,mg,17,oral
Arnuity_Ellipta,fluticasone_furoate_inhalation_powder,1198,mg,95,oral
Aromasin,exemestane,1199,mg,94,oral
Arranon,nelarabine,1200,mg,1,oral
Arthrotec,diclofenac_sodium/misoprostol,1201,mg,24,intravenous injection
Asparlas,calaspargase_pegol-mknl_injectable,1202,mg,12,suppository
Atgam,lymphocyte_immune_globulin/anti-thymocyte_globulin,1203,mg,65,oral
Atopiclair_Cream,nonsteroidal_cream,1204,mg,98,oral
Atripla,efavirenx/emtricitabine/tenofovir_disoproxil_fumarate,1205,mg,87,oral
Atrovent_HFA_Inhalation_Aerosol,ipratropium_bromide,1206,mg,60,oral
Aubagio_tablets,teriflunomide,1207,mg,41,oral
Auryxia_Tablet,ferric_citrate,1208,mg,66,oral
Austedo,deutetrabenazine,1209,mg,81,oral
Auvi-Q,epinephrine_injection,1210,mg,91,oral
Avastin,bevacizumab,1211,mg,52,intravenous injection
Avonex,interferon_beta-1a,1212,mg,78,suppository
Avsola_injection,infliximab-axxq,1213,mg,46,oral
Avycaz_Vials,ceftazidime/avibactam,1214,mg,69,oral
Aygestin,norethindrone_acetate_tablet,1215,mg,52,oral
Ayvakit_tablet,avapritnib_tablet,1216,mg,58,oral
Azedra,iobenguane,1217,mg,95,oral
Bacitracin,bacitracin,1218,mg,79,oral
Bafiertam,monomethyl_fumarate,1219,mg,81,oral
Balversa,erdafitinib,1220,mg,46,oral
Baqsimi,glucagon,1221,mg,32,intravenous injection
Baraclude,entecavir,1222,mg,40,suppository
Basaglar,insulin_glargine_injection,1223,mg,50,oral
Bavencio,avelumab_injection,1224,mg,71,oral
Beleodaq_Powder,belinostat,1225,mg,42,oral
Belrapzo,bendamustine_hydrochloride_injection,1226,mg,20,oral
Belsomra,suvorexant,1227,mg,35,oral
Bendeka_Injection,bendamustine_HCl,1228,mg,91,oral
BeneFIX_injection,recombinant,1229,mg,45,oral
Benlysta,belimumab,1230,mg,93,oral
Benzamycin_Topical_Gel,erythromycin;_benzoyl_peroxide,1231,mg,85,intravenous injection
Beovu,brolucizumab-dbll,1232,mg,45,suppository
Berinert,c1_esterase_inhibitor,1233,mg,90,oral
Besponsa,inotuzumab_ozogamicin,1234,mg,48,oral
Besremi,ropeginterferon_alfa-2b-njft,1235,mg,39,oral
Betaseron,interferon_beta-1b,1236,mg,99,oral
Bevespi_Aerosphere,glycopyrrolate_and_formoterol_fumarate,1237,mg,12,oral
Biafine,biafine,1238,mg,77,oral
BiDil,isosorbide_dinitrate_and_hydralazine_hydrochloride,1239,mg,52,oral
Biktarvy,bictegravir/emtricitabine/tenofovir_alafenamide,1240,mg,59,oral
Blincyto,blinatumomab,1241,mg,94,intravenous injection
Boostrix,"tetanus_toxoid,_reduced_diphtheria_toxoid_and_acellular_pertussis_vaccine",1242,mg,66,suppository
Bosulif,bosutinib,1243,mg,76,oral
Botox,botulinum_toxin_type_A,1244,mg,3,oral
Braftovi_capsules,encorafenib,1245,mg,85,oral
Breo_Ellipta,fluticasone_furoate_and_vilanterol_inhalation_powder,1246,mg,55,oral
Breyanzi,lisocabtagene_maraleucel,1247,mg,35,oral
Breztri_Aerosphere_inhalation_aerosol,budesonide/glycopyrrolate/formoterol_fumarate,1248,mg,39,oral
Brilinta_Tablets,ticagrelor,1249,mg,31,oral
Brineura,cerliponase_alpa,1250,mg,80,oral
BRIUMVI,ublituximab-xiiy,1251,mg,73,intravenous injection
Briviact,brivaracetam,1252,mg,72,suppository
Bronchitol_Inhalation,mannitol,1253,mg,3,oral
Brukinsa,zanubrutinib,1254,mg,85,oral
Bryhali_lotion,halobetasol_propionate,1255,mg,87,oral
Buphenyl_Powder,sodium_phenylbutyrate,1256,mg,42,oral
Buphenyl_Tablet,sodium_phenylbutyrate,1257,mg,93,oral
Bydureon_BCise,exenatide_extended-release,1258,mg,0,oral
Byetta,exenatide,1259,mg,37,oral
Bylvay,odevixibat,1260,mg,70,oral
Byooviz,ranibizumab-nuna,1261,mg,85,intravenous injection
Cabenuva,cabotegravir;_rilpivirine,1262,mg,17,suppository
Cablivi,caplacizumab-YHDP,1263,mg,0,oral
Cabometyx,cabozantinib_s-malate,1264,mg,30,oral
Caduet,amlodipine_besylate/atorvastatin_calcium,1265,mg,63,oral
Calan,verapamil_HCl,1266,mg,55,oral
Calcilo_XD_Powder,Calcilo_XD_Powder,1267,mg,69,oral
Calquence,acalabrutinib,1268,mg,55,oral
Camcevi,leuprolide,1269,mg,12,oral
Camzyos,mavacamten,1270,mg,15,oral
Canasa,mesalamine,1271,mg,6,intravenous injection
Caplyta,lumateperone,1272,mg,8,suppository
Caprelsa,vandetanib,1273,mg,51,oral
Carac_Cream,fluorouracil_cream,1274,mg,6,oral
Carbaglu,carglumic_acid,1275,mg,22,oral
Carbatrol,carbamazepine,1276,mg,4,oral
Cathflo,alteplase,1277,mg,23,oral
Caverject,alprostadil,1278,mg,39,oral
Cayston,aztreonam_for_inhalation_solution,1279,mg,56,oral
Celebrex,celecoxib,1280,mg,19,oral
CellCept,mycophenolate_mofetil,1281,mg,45,intravenous injection
Celontin,methsuximide,1282,mg,33,suppository
Chantix,varenicline,1283,mg,44,oral
Chemet_Capsules,succimer,1284,mg,14,oral
Cholbam_capsule,cholic_acid_capsule,1285,mg,19,oral
Cialis,tadalafil,1286,mg,24,oral
Cibinqo,abrocitinib_tablet,1287,mg,72,oral
Cimerli,ranibizumab-eqrn,1288,mg,68,oral
CIMZIA,certolizumab_pegol,1289,mg,11,oral
Cinqair,reslizumab,1290,mg,43,oral
Cinvanti,aprepitant_injectable_emulsion;_iv,1291,mg,26,intravenous injection
Cleocin,clindamycin_phosphate,1292,mg,32,suppository
Climara_Pro_0.045mg/.015mg,estradiol/levonorgestrel_transdermal_system,1293,mg,97,oral
Clindagel_Topical_Gel,clinclamycin_phosphate_gel,1294,mg,46,oral
Coagadex,"Coagulation_Factor_X,_Human",1295,mg,10,oral
Coartem,artmether_and_lumefantrine_tablets,1296,mg,1,oral
Colazal,balsalazide,1297,mg,76,oral
Colcrys_tablet,colchicine,1298,mg,22,oral
Colestid,colestipol_hcl,1299,mg,84,oral
Combivent_Inhalation_Aerosol,ipratropium_bromide;_albuterol_sulfate,1300,mg,73,oral
Cometriq_capsule,cabozantinib_s-malate_capsule,1301,mg,69,intravenous injection
Complera,emtricitabine/rilpivirine/tenofovir_disoproxil_fumarate,1302,mg,55,suppository
Copaxone,glatiramer_acetate,1303,mg,46,oral
Corifact,factor_xiii_concentrate_(human),1304,mg,32,oral
Corlanor,ivabradine,1305,mg,28,oral
Cortef,hydrocortisone_cypionate,1306,mg,62,oral
Cortifoam,hydrocortisone_acetate_10%,1307,mg,46,oral
Cortrophin_Gel,corticotropin_injection,1308,mg,2,oral
Corvert,ibutilide_fumarate,1309,mg,98,oral
Cosela,trilaciclib_injection,1310,mg,44,oral
Cosentyx,secukinumab,1311,mg,1,intravenous injection
Cosmegen_Injection,dactinomycin_injectable,1312,mg,93,suppository
Cotellic,cobimetinib,1313,mg,84,oral
Creon_Delayed-Release_capsules,pancrelipase,1314,mg,3,oral
Cresemba_Capsule,isavuconazonium_sulfate,1315,mg,38,oral
Cresemba_Injection,isavuconazonium_sulfate,1316,mg,53,oral
Crinone,progesterone_gel,1317,mg,93,oral
Crysvita,burosumab-twza_injection,1318,mg,88,oral
Cuprimine_capsules,penicillamine,1319,mg,1,oral
Cyclinex-1_Powder,Cyclinex-1_Powder,1320,mg,38,oral
Cyclinex-2_Powder,Cyclinex-2_Powder,1321,mg,19,intravenous injection
Cycloset_tablet,bromocriptine_mesylate_tablets,1322,mg,88,suppository
Cyklokapron,tranexamic_acid,1323,mg,46,oral
Cymbalta,duloxetine_hcl,1324,mg,45,oral
Cyramza,ramucirumab_injection,1325,mg,41,oral
Cystadane,betaine_anhydrous,1326,mg,25,oral
Cystadrops_ophthalmic_solution,cysteamine_ophthalmic_solution,1327,mg,94,oral
Cystagon,cysteamine_bitartrate),1328,mg,14,oral
Cytomel,liothyronine_sodium,1329,mg,63,oral
Cytotec,misoprostol,1330,mg,79,oral
Cytra-K,potassium_citrate,1331,mg,71,intravenous injection
Daliresp,roflumilast,1332,mg,23,suppository
Dalvance_Vials,dalbavancin,1333,mg,28,oral
Danyelza,naxitamab-gqgk,1334,mg,54,oral
Daraprim_tablet,pyrimethamine,1335,mg,77,oral
Darzalex,daratumumab,1336,mg,89,oral
Darzelex_Faspro,"daratumumab_and_hyaluronidase-fihj,_Injection_for_subcutaneous_use",1337,mg,88,oral
Daurismo,glasdegib_sodium,1338,mg,28,oral
Daypro,oxaprozin,1339,mg,76,oral
Dayvigo,lemborexant_tablet,1340,mg,16,oral
Defitelio,Defibrotide_sodium,1341,mg,2,intravenous injection
Delstrigo,"doravirine,_lamivudine,_and_tenofovir_disoproxil_fumarate",1342,mg,73,suppository
Delzicol_DR_Capsules,mesalamine,1343,mg,59,oral
Demser_capsules,metyrosine,1344,mg,89,oral
Denavir,penciclovir,1345,mg,84,oral
Depakote,divalproex,1346,mg,47,oral
Depakote_ER_Tablets,divalproex_sodium_extended_release_tablets,1347,mg,16,oral
Depo_Estradiol,estrodiol_cypionate_in_oil,1348,mg,90,oral
Depo_Provera,medroxyprogesterone_contraceptive_injection,1349,mg,44,oral
Depo-Medrol,sterile_methylprednisolone_acetate,1350,mg,15,oral
Depo-subQ_Provera_104,medroxyprogesterone_acetate,1351,mg,25,intravenous injection
Depo-Testosterone,testosterone_cypionate,1352,mg,4,suppository
Descovy,emtricitabine/tenofovir_alafenamide,1353,mg,14,oral
Desoxyn_tablet,methamphetamine_hydrochloride,1354,mg,17,oral
Detachol,adhesive_remover,1355,mg,59,oral
Detrol,tolterodine_tartrate_tablet,1356,mg,14,oral
Detrol_LA,tolterodine_tartrate,1357,mg,67,oral
Dexcom_G6_device,glucose_monitoring_system_device,1358,mg,61,oral
Dexilant,dexlansoprazole,1359,mg,43,oral
Dextenza,dexamethasone_ophthalmic_insert,1360,mg,13,oral
Diflucan,fluconazole,1361,mg,77,intravenous injection
Dilantin,phenytoin_sodium_capsule,1362,mg,39,suppository
Dipentum,olsalazine_sodium_capsules,1363,mg,69,oral
Dojolvi,triheptanoin_liquid;_oral,1364,mg,7,oral
Doptelet,avatrombopag,1365,mg,84,oral
Dovato,dolutegravir_and_lamivudine,1366,mg,98,oral
Droxia,hydroxyurea,1367,mg,67,oral
Duavee_Tablet,conjugated_estrogens/bazedoxifene,1368,mg,77,oral
Duobrii,halobetasol_propionate_and_tazarotene,1369,mg,56,oral
Duopa,carbidopa/levodopa_enteral_suspension,1370,mg,83,oral
Dupixent,dupilumab_injection,1371,mg,22,intravenous injection
Durolane,hyaluronic_acid_injection,1372,mg,37,suppository
Durysta,bimatoprost_implant,1373,mg,83,oral
Dymista_Nasal_Spray,azelastine/fluticasone_propionate,1374,mg,99,oral
Dysport_Injection,abobotulinumtoxinA,1375,mg,54,oral
Edarbi_Tablet,azilsartan_medoxomil,1376,mg,25,oral
Edarbyclor_Tablet,azilartan_medoxomil/chlorthalidone,1377,mg,45,oral
Edurant,rilpivirne,1378,mg,50,oral
Effexor_XR,venlafaxine,1379,mg,71,oral
Efudex,fluorouracil,1380,mg,64,oral
EleCare,EleCare,1381,mg,35,intravenous injection
EleCare_Jr.,medical_food,1382,mg,4,suppository
Elelyso,taliglucerase_alfa_powder,1383,mg,46,oral
Elidel,pimecrolimus,1384,mg,48,oral
Eligard,leuprolide_acetate,1385,mg,78,oral
Eliquis,apixaban,1386,mg,78,oral
Elitek,rasburicase,1387,mg,72,oral
Ellence,epirubicin_hcl,1388,mg,52,oral
Elmiron,pentosan_polysulfate_sodium,1389,mg,97,oral
Eloctate_Injection,antihemophilic_factor_recombinant_fc_fusion_protein,1390,mg,15,oral
Elzonris,tagraxofusp-erzs_injection,1391,mg,7,intravenous injection
Emcyt,estramustine_phosphate_sodium,1392,mg,49,suppository
EMEND,aprepitant,1393,mg,82,oral
Emflaza,deflazacort,1394,mg,89,oral
Emgality_injection,galcanezumab-gnlm,1395,mg,55,oral
